Sentiment,target_encoded,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Negative,0,0,0,0,0,0,0,0,0,0,0,0,21,345,16,8557,30,11,13,12,2943,73,1,105,1289,199,8,5,7
Negative,0,0,0,0,0,0,0,0,37,20,11,28,68,2,130,61,90,58,1,458,4,1,34,26,16,126,156,65,21
Positive,1,0,0,0,0,0,994,4057,46,1365,1936,1466,36,2814,152,119,2,152,3,3,14,54,207,547,43,1512,3,4531,242
Positive,1,46,24,7045,1623,843,511,18,947,1490,100,5043,274,2,65,563,14,2773,152,4471,10173,210,1447,268,1392,374,285,2485,7927
Positive,1,0,0,0,0,238,1113,51,91,56,57,10,1,8146,2155,69,618,1614,5687,47,49,120,91,9325,3,3,11,42,438
Positive,1,2,133,9,361,63,1,11,3,262,2430,1446,9,1782,50,17,155,79,98,4,755,26,134,31,872,3,8,5,7
Negative,0,1145,6197,53,769,241,3,3,3584,3847,2963,1,114,175,2,123,227,436,97,23,3651,33,15,9,311,403,8,5,7
Positive,1,786,50,588,4236,4,371,2,84,2,9,27,130,730,37,1,2140,5309,234,293,1220,4,365,65,5309,10,41,128,11
Positive,1,0,0,0,1906,3253,2615,2,123,286,21,275,72,1324,277,243,14,59,78,181,95,2,42,3687,22,5196,8,5,7
Positive,1,2919,5733,327,2,79,21,345,10,1109,2225,435,304,73,36,298,34,30,9,612,6,1,11,13,12,67,143,1024,1480
Positive,1,0,3129,2969,141,7797,3113,23,18,59,1227,57,2071,52,4620,69,14,91,2,243,538,14,1614,2721,291,18,283,5591,11
Positive,1,0,0,0,67,3317,25,3546,60,40,43,8571,36,1,13,12,67,4817,3370,47,278,1,18,969,121,4,703,8629,4
Positive,1,5228,276,4249,127,19,80,371,2,221,86,10,1,620,178,590,22,41,4249,25,141,810,1,32,25,80,635,48,12
Positive,1,442,868,871,91,4,278,69,268,10,258,1427,3,3,2122,19,531,964,1127,194,2145,24,4822,2,53,86,228,13,12
Negative,0,168,10,1645,189,635,677,1920,35,354,2592,480,8676,35,7517,769,21,1134,4827,114,2,51,1012,504,6,878,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,17,129,20,283,70,3741,81,77,194,10,76
Positive,1,1175,54,34,469,110,880,4,1,1315,469,1,27,196,974,78,80,9,1581,42,11,240,1716,402,494,2691,8,5,7
Negative,0,2405,35,37,1,102,310,272,2406,6306,2606,3032,27,72,45,16,1,7795,6,20,254,35,467,33,468,3,3,5352,7292
Negative,0,261,3853,262,230,2,1,32,25,106,10,1941,58,19,236,24,262,1046,26,20,407,51,2,141,2558,262,1022,11,2978
Positive,1,1292,1,317,4508,28,29,93,568,106,28,1974,563,248,34,29,33,4,16,322,1625,2325,7373,1,32,25,124,69,82
Negative,0,0,2867,4,7092,62,713,490,372,361,14,72,4124,24,13,12,8,5,7,1,8527,143,121,1917,2867,7092,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,254,2457,4,9539,9641,7005,439,48,24,316,3,3,8,5,7
Positive,1,0,0,0,0,3572,103,2956,19,29,2,84,56,14,6774,949,16,343,4,89,57,2903,297,407,20,11,15,26,3341
Negative,0,0,0,0,0,0,0,9619,21,101,6,11,67,11,42,13,12,13,12,235,404,3447,1831,4830,1073,547,8,5,7
Negative,0,20,651,6,1987,1964,569,94,10357,579,14,2737,1404,4,20,36,18,1873,800,4,465,15,93,6,41,10033,8,5,7
Negative,0,1690,6,1798,30,1,254,51,2833,9,1722,18,1693,2,130,1,173,6,1,641,2160,640,1,195,3740,10,4,1939,57
Negative,0,0,0,0,0,0,0,0,0,0,0,945,1201,2,117,21,113,239,741,726,3580,3962,14,233,2,130,61,90,12
Negative,0,117,9,456,728,6,135,87,215,1011,4,206,16,17,141,89,2,278,33,455,591,2596,3,3,42,11,1617,301,305
Positive,1,10,59,1616,4,244,1385,434,71,17,49,75,2,120,104,698,1385,200,63,1,11,3,3,8,5,7,8,5,7
Negative,0,343,583,4307,30,76,511,18,55,2774,1058,4186,1211,422,1267,9006,367,42,675,342,240,8416,21,3483,142,359,8,5,7
Positive,1,840,19,347,20,1405,1897,433,91,53,41,66,51,9,5450,22,9,32,25,8666,121,72,36,9,32,25,63,13,12
Negative,0,2,237,47,86,5301,1005,98,3,52,1748,1445,40,243,1,23,3,1246,692,2877,4,1328,509,3,204,237,4,1100,3933
Negative,0,113,261,868,85,124,2859,957,192,854,137,89,2,99,34,68,2,163,64,60,1010,3188,27,72,41,770,8,5,7
Negative,0,7049,460,145,646,126,7521,61,90,68,2,1,2150,2,281,1,136,300,4,987,6,21,2,298,4,34,13,12,11
Positive,1,0,0,0,0,0,4688,401,44,2,123,1702,471,179,77,3,226,54,8,5,7,3,1373,207,3126,2535,5205,11,42
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,69,114,117,71,17,68,22,1,32,25
Positive,1,6,445,4,1676,624,1185,53,13,12,53,933,2,1774,156,2,435,20,304,73,14,191,69,9182,21,3128,8,5,7
Positive,1,690,2,532,2,1524,10,1,2093,6,13,12,93,7310,138,23,29,553,44,19,190,2429,33,50,33,80,102,1075,8801
Negative,0,35,458,2340,189,45,49,589,30,6805,2,123,2,117,2013,21,35,5955,363,22,976,5335,6104,3,3766,11,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,76,23,16,89,2,1381,58,449,113,20,11
Positive,1,50,1,27,115,370,2,31,30,1077,30,45,16,28,750,68,2,942,64,158,255,3,3969,42,3,367,552,3,1342
Positive,1,2256,1292,478,24,751,6,2972,2,3780,20,48,97,23,831,16,194,2,429,292,31,138,1,324,2277,978,656,11,5086
Negative,0,0,0,0,24,1836,5801,388,9,328,6,310,154,576,15,2952,9,3142,838,71,2,75,50,17,129,33,8,5,7
Positive,1,12,1695,17,179,1125,1102,158,255,53,56,57,204,29,37,38,105,2246,7375,179,35,680,2,38,859,1014,18,1,1033
Positive,1,0,0,0,0,0,0,225,33,279,3,3,1027,790,33,14,1,103,111,3,3,3,11,135,13,12,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,413,83,19,2058,20,45,68,43,79
Positive,1,3596,6,60,1,21,325,480,2241,485,4,1417,16,467,43,21,136,153,4,2005,46,715,5438,5873,11,1112,8,5,7
Positive,1,380,284,408,406,69,45,16,10,1,83,45,1551,9,27,104,213,13,12,208,42,873,989,2,1,184,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,19,80,748,2,129,41,112,32,25,80,491,44,18,560,288,124,5197
Negative,0,1,2661,313,458,10000,1,442,2,666,375,9,4,5120,666,10,376,14,1,13,12,67,455,225,1225,3,8,5,7
Negative,0,855,1292,2497,30,42,673,2144,271,2,107,22,85,4,1554,74,57,472,44,6933,3,3,11,1125,1577,121,8,5,7
Negative,0,0,0,225,26,148,11,40,653,1075,23,2,512,3267,241,29,667,54,3049,253,1,202,1381,10,7474,1197,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,1,218,6,13,12,4,1,512,10,1268,23,29,403,2709,3802,331,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9086,2696,1879,11,488,940,150,9,391,5342,2007,6,27,1949
Negative,0,1138,2309,5967,9,1076,1217,119,1834,2,5793,1280,10,539,1071,1,8188,1337,218,1,13,12,67,51,151,18,1138,450,538
Negative,0,324,512,720,1466,2588,3,97,23,1381,2895,3569,3569,3,1827,5117,9244,6260,6260,3,13,12,3,174,34,61,1785,2274,2274
Positive,1,0,0,434,64,9,4643,1056,4,1062,5070,2,5792,50,38,81,77,5292,1301,24,1062,4,2581,1302,1918,1,5323,7043,106
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,3328,873,6,13,12,244,23,16,89,131
Positive,1,12,50,10,68,6,1172,176,49,315,119,1485,5155,5156,2,1970,24,9,3488,4578,64,1091,269,14,59,46,3235,339,782
Negative,0,0,0,0,71,15,691,24,34,3,3,11,4479,651,442,224,230,4,2807,2,4967,18,27,1042,3,3,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,34,20,15,561,260,34,113,442,9371,48,2411,10,4192,32,25,11,8,5,7
Negative,0,31,6173,6,8489,3,2708,1866,939,631,733,4,1,11,40,31,9,6623,18,76,3,3,8,5,7,3,6294,11,1866
Positive,1,397,28,4054,64,208,10,32,127,9973,141,4521,9,60,2,1527,510,4,60,1,21,136,300,15,187,8,5,7,10933
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,2797,32,25,484,8977,18,439,892,1362,196,13,12,9480,8,5,7
Positive,1,282,1649,23,14,982,10,1,313,19,80,378,22,196,13,12,5060,37,54,1838,62,5482,335,2,9,1353,1422,10,473
Negative,0,903,1312,160,11182,36,5515,1816,3,3,915,110,933,380,33,123,54,1025,14,74,2,70,532,98,22,1,32,25,285
Positive,1,71,380,1,13,12,403,2,1,356,237,628,707,1658,10,2174,1887,4,544,960,11064,5887,4402,4,4721,1232,10,46,472
Positive,1,0,0,0,0,0,0,138,337,139,11098,18,1,217,124,69,45,170,18,27,1949,13,12,426,3118,2423,8,5,7
Positive,1,16,795,47,60,2,609,38,650,1039,2328,47,1495,3382,10,20,6508,174,276,48,43,13,12,878,2422,4593,8,5,7
Positive,1,1,279,1629,14,9,46,4899,10,1,430,2,291,3,3,790,33,36,2834,354,22,43,259,24,1,2514,8,5,7
Positive,1,37,462,72,402,3,223,89,2,1250,27,144,1378,212,85,72,1604,459,3150,285,3,8,5,7,13,12,8,5,7
Positive,1,5390,4,4722,2,281,34,36,424,3210,95,2,1,11,67,278,34,197,39,2315,755,1,1782,8,5,7,8,5,7
Negative,0,1418,4,273,1781,48,144,245,98,2081,4,257,23,10,59,2135,273,83,1781,48,1276,879,33,80,82,8938,9248,3870,4007
Negative,0,0,0,0,0,0,0,0,0,0,0,0,20,15,1,358,22,9,27,10,1026,1715,817,30,1,240,183,2034,3385
Negative,0,13,12,60,2,133,38,4915,25,57,8,5,7,143,3,11,855,121,7281,2603,4439,6822,7350,3391,283,7351,8022,359,7224
Positive,1,129,812,9472,69,4345,167,2,123,405,69,88,5935,188,6,147,3606,2,123,77,62,156,2,2116,2,1238,403,331,53
Positive,1,5860,896,6,81,18,1144,14,990,4,9,1254,6,224,160,14,513,18,919,14,513,30,1646,1611,2815,63,11,161,252
Negative,0,6625,860,213,490,372,4036,152,430,490,267,4036,3272,851,803,21,6980,4382,1655,3,3,616,14,38,760,5002,5217,5470,42
Positive,1,0,0,57,56,14,13,12,6517,28,713,153,4,3894,128,2,38,2111,243,143,8620,47,22,8,5,7,8,5,7
Negative,0,25,10,6215,95,2,59,7754,548,1,510,2,132,54,3,3,336,53,3,3,3,13,12,157,8518,6886,8,5,7
Negative,0,0,1056,1558,6,1,218,6,1,13,12,96,18,2918,4104,23,4,189,4104,15,166,529,2,109,8681,83,1,1334,818
Negative,0,1,650,24,1,970,586,111,36,1,244,1222,3,11,3,1105,3,13,12,3,13,12,3,135,3,1106,8,5,7
Negative,0,37,1,21,141,810,45,29,248,2,76,14,758,501,8341,26,45,750,3,2,1206,24,1445,4,1,11,8,5,7
Positive,1,2266,1107,357,10,27,899,6334,951,264,47,39,24,1411,474,62,278,9,274,214,4179,6,125,66,17,49,340,534,494
Negative,0,80,714,3648,10,3275,19,2478,260,1988,619,43,6350,68,2,1914,103,111,109,1,259,721,211,3,3,11,8,5,7
Negative,0,10,351,639,199,118,167,133,508,4,1278,44,23,6,321,35,272,201,691,2,31,984,36,1,11,9849,8,5,7
Negative,0,1,67,6480,8670,2374,4556,2363,54,110,796,9,630,34,29,391,8670,1690,253,1,157,80,702,3,53,3,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836,158,27,774,4941,63,13,12,296,38,191
Negative,0,2282,3,1538,2120,41,112,217,114,29,1838,21,101,37,1,970,21,866,2294,500,10,1032,1,651,33,818,194,10,76
Negative,0,36,222,1,174,1897,59,1908,6042,22,5588,6109,18,158,503,4,45,29,531,59,175,2832,1144,747,754,1210,5588,6109,3
Positive,1,15,122,563,280,13,12,591,18,4559,2319,1,687,154,2705,5696,2,450,5506,369,9549,4,12,8298,369,9549,8,5,7
Positive,1,2,65,86,562,14,1,5346,4,1,592,1469,4,764,1130,16,582,48,141,593,9,1214,903,492,160,108,8,5,7
Positive,1,88,1705,26,1,32,127,10,16,48,6,2559,1469,5760,3938,3177,420,71,15,38,25,48,6,3160,103,111,4,81,77
Negative,0,664,305,2,5814,1,13,12,67,35,1051,6,428,686,53,144,409,8791,856,1490,770,21,1341,1341,2504,35,73,35,5974
Negative,0,0,0,0,0,0,0,0,0,0,0,0,442,1569,14,1001,18,32,484,2758,2,29,13,12,8,5,7,143,3418
Negative,0,0,0,0,0,0,0,0,0,0,0,0,1531,10,1,1215,6,37,20,13,12,1896,5405,1257,59,23,8,5,7
Positive,1,1,27,14,9,21,415,785,6,60,2,1,3705,6,6183,1,1130,4,1403,102,1675,36,9894,69,10,9,208,13,12
Negative,0,0,1,3638,6,1,67,51,1,3225,6049,1731,5762,25,952,1495,14,1635,211,4,811,243,8,5,7,3,7797,121,11
Positive,1,162,69,87,184,62,3,646,751,6,76,10,1,240,20,15,95,9286,2,2,11,3,1858,552,3,3,8,5,7
Negative,0,136,4,73,3,3,11,13,12,5106,1129,1171,1905,1321,479,332,281,3616,10276,11124,135,892,2189,6680,3589,8495,8,5,7
Negative,0,93,51,431,26,253,1,241,26,589,310,21,4333,2,125,4426,29,278,18,578,1575,2,489,2,120,44,24,1,73
Negative,0,1,4026,6,20,1,505,1,2941,6,1300,169,1253,1893,2433,4,607,3,3,293,1133,628,107,783,39,84,48,18,9
Negative,0,1,1180,15,529,2,792,181,46,7243,22,441,10,1,695,705,14,19,3079,18,721,495,689,13,12,15,1738,46,7243
Negative,0,782,2,65,21,34,16,89,2,217,754,101,45,16,638,64,21,177,45,16,472,9,239,78,10,27,1315,119,210
Negative,0,13,12,2932,2,9,363,10,85,23,204,33,190,133,9,4385,14,23,2,2516,3,3,3,3108,1423,7105,8,5,7
Positive,1,16,26,62,54,110,400,17,1916,18,4444,4,8301,412,2,519,1,5998,6,38,4,144,26,190,31,1987,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,97,421,1851,1081,109,13,12,200,97,23,8,5,7,8,5,7
Negative,0,48,6,76,4,2722,18,283,1788,32,393,16,1879,2,703,128,30,82,2512,1328,3,3,42,11,3,3,8,5,7
Positive,1,1204,2,191,2,487,2,519,21,21,23,35,21,5726,940,15,529,2,101,6,13,12,4,8475,2744,10,339,1056,5671
Positive,1,29,94,6,191,10,14,125,10,68,6,21,4,102,172,272,1,158,191,2249,1145,6131,875,63,20,78,6,304,73
Negative,0,0,0,32,72,16,931,2,534,6,22,441,1074,34,66,151,1283,22,35,29,775,36,13,12,10,766,213,2669,100
Positive,1,45,386,5,198,17,2,413,141,430,982,30,5952,8552,263,399,111,160,4,1914,81,77,4,988,6,445,1436,1667,704
Positive,1,1343,307,1,2641,32,128,1853,29,2940,425,1076,1292,6,419,6552,846,2,105,412,36,1261,25,4102,2693,816,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,1873,13,12,1730,10772,940,1002,22,209,30,949,6287,57,8,5,7,803
Negative,0,742,119,3385,369,100,1237,939,152,46,837,1108,16,214,1,3290,210,99,104,634,10,1,237,16,1302,53,183,39,7
Positive,1,15,2614,4,1,2000,2440,31,146,7871,52,365,79,785,64,158,255,83,378,22,104,1395,1027,31,153,11,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,4160,73,2943,52,3690,512,538,95,2,9,136,300,403,53,13,12,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,394,274,6,1,13,12,46,451,289,8,5,7
Negative,0,967,5102,6,1322,2,57,56,2556,63,1,13,12,11,67,24,9573,544,960,7282,3288,3461,6084,11055,3,8,5,7,143
Negative,0,530,267,6,1,197,390,2,534,36,11,10,2858,163,261,190,29,219,33,36,1,27,5060,10817,144,123,763,6,6504
Negative,0,0,0,0,0,310,272,155,547,9449,1102,6,774,21,3617,2,867,144,2,2642,98,20,13,12,11,423,8,5,7
Negative,0,213,15,1532,35,1049,61,87,15,55,840,2,1572,1648,21,28,16,7770,18,1083,131,30,33,15,10,1380,1380,540,11
Negative,0,0,0,0,0,58,124,41,1260,40,84,2,41,333,35,363,181,86,135,130,287,34,75,215,68,26,188,541,11
Negative,0,0,0,0,0,0,0,0,0,0,10818,9746,50,1074,211,36,5831,1,25,115,16,195,40,17,422,613,1,318,323
Positive,1,75,39,406,372,139,116,532,230,83,45,29,2,84,48,10,233,14,1347,2,1,32,25,47,2,658,44,102,1437
Positive,1,0,0,0,0,0,0,283,2938,4,919,16,2991,2,2418,6771,1319,3918,2,886,36,1,1180,846,2,1,46,747,189
Positive,1,0,0,0,0,0,709,6,9,3536,1279,1923,124,52,93,323,14,286,15,26,162,78,2,7954,671,11,8,5,7
Positive,1,0,2040,443,15,375,147,396,481,2,123,81,77,2,79,289,1,11,161,1056,133,13,12,42,404,308,8,5,7
Positive,1,176,66,29,94,2760,515,53,1,96,50,17,68,9,81,92,332,74,9,315,276,48,20,826,14,43,13,12,1039
Negative,0,93,323,1,11,51,4943,91,15,60,581,5540,1,4038,22,1,32,25,16,62,26,758,195,3,404,316,8,5,7
Positive,1,1714,399,38,264,24,432,4,582,330,47,9,77,1679,37,107,85,4,107,153,898,5134,11,48,6,3739,367,42,6315
Negative,0,3093,86,16,245,1601,886,22,9,78,83,1758,6,34,16,607,24,55,802,101,6,13,12,130,984,2583,8,5,7
Negative,0,0,0,0,83,588,468,200,18,21,4,68,2,830,9,267,1428,2,1,32,25,63,238,13,12,238,8,5,7
Positive,1,4,448,460,306,34,16,48,56,83,45,116,65,57,47,1,112,2810,2,773,19,406,34,16,39,266,13,12,832
Negative,0,3379,3482,51,2136,9,105,599,420,6874,30,46,73,14,501,2190,4653,2973,10,1,936,6,11,8,5,7,8,5,7
Positive,1,251,4,722,20,140,176,29,94,306,47,1066,1491,4,10672,37,1001,19,99,22,9,25,26,3073,85,11027,11,108,121
Positive,1,37,264,18,7219,241,16,383,48,2,1036,224,160,81,77,81,399,4,141,295,8,5,7,11,160,42,8,5,7
Positive,1,686,53,1,46,827,69,2,31,780,1029,9,148,296,9,5587,5202,780,827,69,3967,5911,50,389,65,1309,8,5,7
Negative,0,275,10,1192,24,41,2734,569,151,418,52,3187,24,1,443,253,4068,4,19,3865,59,1847,9403,335,2,1,13,12,8811
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,87,88,55,68,2,850,32,25,811,252
Positive,1,89,194,2,2638,592,2967,36,4,10,568,475,468,48,6,592,10,38,112,27,30,193,267,11,494,3,8,5,7
Negative,0,0,0,0,0,0,140,334,376,100,268,213,982,28,151,54,334,2,991,64,105,3711,36,4,1537,12,12,1607,5
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,62,245,81,77
Positive,1,163,6,257,83,17,84,56,156,381,28,40,65,214,20,39,53,122,506,35,287,562,58,1,1047,49,5,65,521
Negative,0,113,156,2113,741,4,49,65,55,21,3,41,12,313,458,1661,101,19,1908,2,658,44,36,1,27,242,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204,11,135,42,1095,2957,2204,8,5,7
Positive,1,29,690,60,45,49,79,74,4,43,801,63,20,78,43,25,15,251,1609,43,121,178,15,9,231,175,2,79,48
Positive,1,0,0,0,0,0,0,0,0,0,0,0,34,946,130,76,1519,21,33,40,39,130,123,33,130,92,825,157,242
Positive,1,0,0,0,0,0,0,0,0,0,0,0,579,36,735,69,3193,4,1,46,424,451,3537,3,11,2565,8,5,7
Negative,0,4,586,15,561,195,115,4,1386,234,48,6,195,133,212,6,2634,4,65,2865,3514,47,588,739,31,1088,1406,13,12
Positive,1,337,377,21,363,124,27,80,277,6,21,19,1043,34,70,365,2707,93,54,1377,150,59,322,10283,6648,423,11,8369,10453
Positive,1,0,0,0,0,0,0,0,0,0,0,1,585,15,2503,55,7962,14,1,354,6170,585,33,337,99,1225,8,5,7
Positive,1,0,0,0,0,0,0,0,231,3221,335,30,5747,2557,1424,24,21,396,95,2,13,12,4309,8,5,7,8,5,7
Negative,0,3704,1,2176,4,139,51,2,75,59,376,547,38,112,183,3156,3,20,228,2030,1228,164,61,164,173,10256,8,5,7
Negative,0,0,0,0,0,0,0,0,2050,104,5183,194,94,6661,91,48,378,22,9906,23,69,201,114,822,456,54,455,2920,11
Negative,0,2,10819,1,6720,436,2336,301,206,45,16,39,774,146,21,30,193,62,261,15,10,1,61,358,206,261,164,29,146
Positive,1,5574,2,7253,6401,18,38,1497,41,411,922,15,37,7224,1763,379,541,22,1911,23,15,284,1498,104,34,2,328,42,11
Negative,0,66,99,10,121,66,49,667,1030,2,33,419,24,988,6,34,10,43,25,88,3,11,3,242,3,289,3,6288,142
Negative,0,4744,1479,1693,62,1,443,15,1245,14,81,77,189,15,122,1098,2,831,18,1,394,481,6,1,11,96,8,5,7
Positive,1,1313,4,3734,23,14,419,165,4,21,2358,186,30,73,6,186,51,3632,10,11,218,3,92,737,104,16,172,186,3
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,891,443,1029,2,743,13,594,8,5,7,8,5,7
Positive,1,1,11,67,1216,54,34,60,1010,2419,2,922,54,445,4,1,1333,1010,266,2,120,21,1167,153,1070,18,8,5,7
Positive,1,2,11,28,29,2217,9,81,77,26,40,79,445,107,4679,22,37,199,22,1500,23,28,16,187,37,28,49,2,29
Positive,1,0,0,0,0,0,0,0,0,0,0,769,398,363,4404,1282,23,2,1176,384,180,13,12,67,8,5,7,143,2270
Negative,0,0,0,0,0,0,0,19,688,3423,280,154,3752,50,17,129,9,443,1223,23,4,984,36,1,96,336,33,2,106
Negative,0,0,0,0,0,0,2667,415,2,1,32,25,107,1,1206,385,36,91,1684,16,449,303,84,328,67,208,8,5,7
Positive,1,45,16,1126,2286,115,2524,48,1,194,14,247,50,39,1,8644,348,38,144,16,65,5738,14,59,3701,102,217,133,1019
Negative,0,0,0,0,0,0,0,0,0,1651,18,865,2,46,883,209,4,142,609,168,218,6,13,12,305,8,5,7,7484
Positive,1,2396,2,79,533,1,173,6,11,16,2,399,38,264,4,165,81,77,910,20,49,4019,351,1490,30,4,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,261,1031,91,2,549,262,1118,14,81,77,816,11,1226,8,5,7
Negative,0,1,410,18,1,338,218,6,13,12,18,38,3,1651,1,218,4,453,10,1,46,852,95,2,1,10010,6,1,358
Positive,1,0,0,0,0,0,0,0,0,0,0,1520,1695,993,25,457,2,142,212,72,197,956,10,13,12,289,8,5,7
Positive,1,15,9,229,149,669,53,2019,1040,625,1138,63,1,11,96,16,17,685,2,453,38,599,828,1791,9905,3,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,408,607,2,1797,59,876,66,1796,8342,31,58,3570,8202
Positive,1,338,894,30,193,30,9,290,93,10,4264,24,28,263,4298,1,1149,2422,1833,2,640,1,218,18,220,35,4626,46,472
Negative,0,0,0,0,2688,8574,838,82,627,130,1071,195,27,115,18,1,207,130,722,1020,61,162,38,2623,13,12,2242,2688,825
Positive,1,0,0,0,0,0,0,0,0,0,0,60,40,393,31,2,9,1731,26,51,1908,2,773,18,1936,63,104,1805,199
Negative,0,0,0,1,9539,1986,1283,24,1,1471,2,6912,1,1471,88,310,1990,2,2852,2278,3879,4,46,9289,447,2,1,220,67
Negative,0,514,2,3154,2911,4,1447,14,878,70,9,2986,48,6,1254,627,454,378,7705,17,727,14,1671,30,28,29,1098,1265,14
Positive,1,18,1,411,358,10,43,217,70,2,31,841,41,1776,15,39,1,112,938,4945,552,1858,242,13,12,11,8,5,7
Negative,0,3,9,390,66,62,3288,64,205,687,23,1636,16,320,2,221,9,13,12,42,912,1392,15,9,2690,66,15,501,130
Negative,0,10,171,100,6,157,4,158,255,29,17,6319,146,6,1,641,2,1,27,502,2577,56,808,3261,1203,4432,2380,11,7552
Positive,1,14,987,116,31,1810,22,9,78,83,815,667,5254,3,1,328,3544,1,23,189,15,145,9,149,941,19,365,2387,1241
Negative,0,1,537,21,136,300,15,388,1055,52,2408,55,68,2,61,117,592,420,573,189,15,37,3613,4,10689,3417,801,99,924
Negative,0,3676,572,1,260,180,1,11,423,145,1,9837,416,39,79,1,76,168,10,1,175,4620,842,226,54,106,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4501,1101,16,245,81,77,106,88,60,45,5999
Negative,0,2,5107,348,1150,15,1532,4746,13,12,43,528,15,39,439,10,20,568,1344,79,91,24,227,58,26,19,1141,76,44
Negative,0,80,70,1569,24,245,4768,2856,340,26,3769,10,14,37,6,17,66,163,20,599,323,15,9,1581,4,1311,266,33,624
Positive,1,2029,509,160,295,4,81,77,2,1253,4,72,18,1,394,481,439,2,120,1,317,1058,104,1702,1375,11,8,5,7
Negative,0,14,1,197,78,10,766,7965,1,1178,2057,23,10,1,2063,590,189,28,1794,419,18,16,37,632,152,1484,9,11,42
Positive,1,44,767,93,727,14,93,175,1946,2,932,14,1,1047,6,1,313,15,1046,522,619,1,2639,42,608,11,8,5,7
Negative,0,646,55,894,22,37,24,1,21,136,300,52,87,40,31,50,34,120,90,764,3668,126,31,375,44,259,2704,708,108
Positive,1,0,0,0,0,1346,151,13,12,87,80,21,22,1,32,25,87,170,6694,14,288,80,1656,436,20,1586,8,5,7
Negative,0,0,0,0,0,0,0,0,0,138,32,115,750,31,195,14,239,2343,42,2716,1734,203,61,169,1439,138,8,5,7
Positive,1,4,62,7570,10,256,39,2,61,220,1456,22,1,651,220,21,136,524,1100,4,3382,16,126,11158,3,3,8,5,754
Positive,1,0,0,0,0,0,0,92,191,402,2278,27,56,78,14,172,275,72,63,13,12,755,1,1782,8,5,7,143,7818
Negative,0,7505,5826,30,33,88,4,46,940,15,2862,6678,44,2,1,1360,4,1069,86,1139,1025,7448,15,126,342,4,5682,1,712
Negative,0,185,62,51,11,1,102,3200,1034,10606,1224,10,9,27,3,1478,4,1569,388,1,6225,737,108,1308,42,2359,8,5,7
Negative,0,41,768,8757,830,91,20,20,15,708,10,41,1158,130,61,90,86,6,74,29,55,21,4,55,578,3053,8757,130,12
Positive,1,177,35,46,1489,4,1910,1122,548,33,18,36,9116,124,860,6130,362,3,315,74,22,2,4420,3,494,3152,8,5,7
Negative,0,1,128,442,514,55,918,58,185,5104,192,854,1377,6,56,24,55,295,47,1195,2246,60,380,20,79,130,173,13,12
Negative,0,4,351,3288,49,624,2245,237,30,193,715,982,10054,1477,15,15,6225,3,13,12,3,42,3,3,3,3,8,5,7
Positive,1,9,109,41,1089,52,27,80,277,6,34,314,295,47,9108,2,1329,44,4,533,1293,133,13,12,624,711,8,5,7
Negative,0,2261,24,10734,44,73,1426,9,10756,10,472,3,3,40,11,610,38,472,1134,3,3,2271,6,2218,979,6,8,5,7
Positive,1,64,7920,4,59,158,116,45,31,3989,83,45,98,4,10,5641,33,827,69,93,2873,3031,4712,48,380,33,1104,525,2672
Negative,0,13,12,290,72,128,353,32,25,621,4,2104,72,3,3,17,132,66,3798,187,586,3,3,1,390,66,2058,20,1787
Positive,1,2968,1082,59,100,5693,8556,14,9,1116,4,19,204,1157,9,651,6,1795,9151,14,9293,9,105,1007,2,5310,2,1114,4232
